t  [s],Delta_t  [s],z_wf  [m],phi_wf  [rad],theta_wf  [rad],zeta  [m]
3411.6,0.2,0.3033297,0.01605958,-0.01859595,0.3887458
3411.8,0.2,0.3663421,0.01415481,-0.01781793,0.42478
3412.0,0.2,0.4232927,0.01187985,-0.01667932,0.4504481
3412.2,0.2,0.4727502,0.009265927,-0.01520404,0.4733055
3412.4,0.2,0.5132679,0.006360043,-0.0134202,0.5001884
3412.6,0.2,0.5434324,0.003224963,-0.01135928,0.5349589
3412.8,0.2,0.561925,-6.246757e-05,-0.009055753,0.5772723
3413.0,0.2,0.5675937,-0.00341453,-0.006547065,0.6226966
3413.2,0.2,0.5595273,-0.006736967,-0.003873846,0.6640348
3413.4,0.2,0.5371284,-0.009933854,-0.001080202,0.6933115
3413.6,0.2,0.5001758,-0.01291236,0.001786144,0.7037133
3413.8,0.2,0.4488722,-0.0155869,0.00467396,0.6908835
3414.0,0.2,0.3838722,-0.01788228,0.007528929,0.6532819
3414.2,0.2,0.3062895,-0.01973588,0.01029438,0.5917012
3414.4,0.2,0.2176824,-0.02109883,0.01291226,0.5083258
3414.6,0.2,0.1200195,-0.02193657,0.01532419,0.4058076
3414.8,0.2,0.01562843,-0.02222896,0.01747266,0.2867135
3415.0,0.2,-0.09286915,-0.02197007,0.01930226,0.1534433
3415.2,0.2,-0.2026337,-0.02116789,0.02076085,0.00846054
3415.4,0.2,-0.3106919,-0.01984375,0.02180092,-0.1454531
3415.6,0.2,-0.414025,-0.01803148,0.02238104,-0.3051601
3415.8,0.2,-0.5096607,-0.01577628,0.02246736,-0.4673911
3416.0,0.2,-0.5947623,-0.01313323,0.02203525,-0.6290439
3416.2,0.2,-0.6667161,-0.01016561,0.02107091,-0.7872485
3416.4,0.2,-0.7232106,-0.006943243,0.01957281,-0.9389418
3416.6,0.2,-0.7623079,-0.003540814,0.01755279,-1.079951
3416.8,0.2,-0.7825035,-3.652661e-05,0.01503683,-1.203907
3417.0,0.2,-0.7827752,0.003489097,0.01206522,-1.301572
3417.2,0.2,-0.7626181,0.006954297,0.008692227,-1.361163
3417.4,0.2,-0.7220683,0.01027725,0.004985321,-1.370022
3417.6,0.2,-0.6617113,0.01337748,0.001023913,-1.317452
3417.8,0.2,-0.5826771,0.01617774,-0.003102195,-1.198022
3418.0,0.2,-0.4866199,0.01860615,-0.007294661,-1.014272
3418.2,0.2,-0.375682,0.02059864,-0.01144872,-0.777766
3418.4,0.2,-0.2524418,0.02210122,-0.01545561,-0.5078212
3418.6,0.2,-0.1198467,0.02307189,-0.01920527,-0.2280086
3418.8,0.2,0.01886504,0.02348168,-0.02258941,0.03875742
3419.0,0.2,0.1602531,0.02331497,-0.02550487,0.2751399
3419.2,0.2,0.3007671,0.02256878,-0.02785709,0.4728263
3419.4,0.2,0.4368402,0.02125159,-0.02956354,0.6334098
3419.6,0.2,0.5649783,0.01938209,-0.03055697,0.7664063
3419.8,0.2,0.681844,0.01698824,-0.03078799,0.8850203
3420.0,0.2,0.7843326,0.01410717,-0.03022709,1.001003
3420.2,0.2,0.8696406,0.01078618,-0.02886579,1.120236
3420.4,0.2,0.9353278,0.007084432,-0.02671707,1.240423
3420.6,0.2,0.9793746,0.003075189,-0.02381515,1.351559
3420.8,0.2,1.000235,-0.001152492,-0.02021485,1.438907
3421.0,0.2,0.9968896,-0.005493259,-0.01599067,1.487417
3421.2,0.2,0.9688901,-0.009826955,-0.01123575,1.486064
3421.4,0.2,0.9164053,-0.01402245,-0.006060664,1.430721
3421.6,0.2,0.8402527,-0.01794364,-0.0005918855,1.324744
3421.8,0.2,0.7419178,-0.02145702,0.005030235,1.177273
3422.0,0.2,0.6235528,-0.0244397,0.01065429,1.000051
3422.2,0.2,0.4879497,-0.02678673,0.01612161,0.8039734
3422.4,0.2,0.3384835,-0.02841662,0.02127103,0.5965891
3422.6,0.2,0.1790245,-0.02927445,0.02594464,0.3813068
3422.8,0.2,0.01382319,-0.02933241,0.02999391,0.1584105
3423.0,0.2,-0.1526282,-0.02858829,0.033286,-0.07269322
3423.2,0.2,-0.3157478,-0.02706282,0.03570956,-0.310972
3423.4,0.2,-0.4710205,-0.02479674,0.03717951,-0.5520147
3423.6,0.2,-0.6141491,-0.02184858,0.03764055,-0.7876969
3423.8,0.2,-0.7411932,-0.01829338,0.03706912,-1.007373
3424.0,0.2,-0.8486905,-0.01422232,0.03547394,-1.20013
3424.2,0.2,-0.9337592,-0.009742502,0.03289526,-1.357269
3424.4,0.2,-0.9941816,-0.004976065,0.02940306,-1.474103
3424.6,0.2,-1.02847,-5.785944e-05,0.02509457,-1.550441
3424.8,0.2,-1.035914,0.004868877,0.02009123,-1.589576
3425.0,0.2,-1.016612,0.009658658,0.01453526,-1.596139
3425.2,0.2,-0.9714732,0.01417109,0.008585674,-1.573541
3425.4,0.2,-0.9022006,0.01827833,0.002413956,-1.521908
3425.6,0.2,-0.8112337,0.02187155,-0.003800937,-1.437257
3425.8,0.2,-0.7016625,0.02486533,-0.009878048,-1.312324
3426.0,0.2,-0.5771063,0.02719953,-0.01564031,-1.13894
3426.2,0.2,-0.4415666,0.02883877,-0.02092062,-0.9114197
3426.4,0.2,-0.2992619,0.02976986,-0.02556775,-0.6300356
3426.6,0.2,-0.1544583,0.02999837,-0.02945172,-0.3035822
3426.8,0.2,-0.01130638,0.02954501,-0.03246838,0.04985014
3427.0,0.2,0.1263036,0.02844271,-0.03454279,0.4043738
3427.2,0.2,0.2548622,0.02673456,-0.03563133,0.7300142
3427.4,0.2,0.371332,0.02447277,-0.03572241,0.9979859
3427.6,0.2,0.4732108,0.02171804,-0.03483596,1.1864
3427.8,0.2,0.5585683,0.0185391,-0.03302163,1.285025
3428.0,0.2,0.6260602,0.01501183,-0.03035597,1.297789
3428.2,0.2,0.6749234,0.01121803,-0.02693889,1.242164
3428.4,0.2,0.7049545,0.007243688,-0.02288944,1.145273
3428.6,0.2,0.7164754,0.003177107,-0.01834123,1.037428
3428.8,0.2,0.7102861,-0.0008928575,-0.01343772,0.944578
3429.0,0.2,0.6876078,-0.004878313,-0.008327553,0.8816209
3429.2,0.2,0.6500187,-0.008693613,-0.003159998,0.8484801
3429.4,0.2,0.5993843,-0.0122566,0.001919196,0.8302946
3429.6,0.2,0.5377861,-0.01549011,0.00677166,0.8019806
3429.8,0.2,0.4674506,-0.01832396,0.01126987,0.7361689
3430.0,0.2,0.390681,-0.02069752,0.01530025,0.6123982
3430.2,0.2,0.3097914,-0.0225626,0.01876598,0.4248668
3430.4,0.2,0.2270459,-0.02388627,0.02158939,0.1862509
3430.6,0.2,0.1445995,-0.02465308,0.02371404,-0.07387794
3430.8,0.2,0.06444456,-0.02486604,0.02510622,-0.3159343
3431.0,0.2,-0.01164005,-0.02454621,0.02575588,-0.5007336
3431.2,0.2,-0.08213199,-0.02373075,0.02567667,-0.6004687
3431.4,0.2,-0.1458004,-0.02246975,0.02490528,-0.6069411
3431.6,0.2,-0.2017287,-0.02082236,0.02349964,-0.5344231
3431.8,0.2,-0.2493239,-0.01885269,0.02153643,-0.4160768
3432.0,0.2,-0.2883096,-0.01662612,0.01910772,-0.2947908
3432.2,0.2,-0.3187044,-0.01420611,0.01631699,-0.2110518
3432.4,0.2,-0.3407847,-0.01165187,0.01327471,-0.1914533
3432.6,0.2,-0.3550384,-0.009016273,0.01009363,-0.241336
3432.8,0.2,-0.3621051,-0.006343178,0.006883961,-0.3438293
3433.0,0.2,-0.3627068,-0.003672965,0.003750702,-0.4655843
3433.2,0.2,-0.3576062,-0.001035978,0.0007859285,-0.5673737
3433.4,0.2,-0.3475352,0.001544755,-0.001933466,-0.6161867
3433.6,0.2,-0.3331401,0.004051998,-0.004348827,-0.5949958
3433.8,0.2,-0.314937,0.006471869,-0.006421793,-0.5071816
3434.0,0.2,-0.2932812,0.008790656,-0.008135074,-0.374405
3434.2,0.2,-0.268353,0.01099137,-0.009491776,-0.2288939
3434.4,0.2,-0.2401643,0.01305068,-0.0105132,-0.102908
3434.6,0.2,-0.2085866,0.01493691,-0.01123523,-0.01897169
3434.8,0.2,-0.173399,0.01660965,-0.01170363,0.01596101
3435.0,0.2,-0.1343552,0.0180213,-0.01196869,0.01072737
3435.2,0.2,-0.09126226,0.01912031,-0.01207985,-0.01510402
3435.4,0.2,-0.04406353,0.01985555,-0.01208086,-0.03942112
3435.6,0.2,0.007081605,0.02018127,-0.01200599,-0.04573409
3435.8,0.2,0.06173171,0.02006154,-0.01187765,-0.02833911
3436.0,0.2,0.119118,0.01947376,-0.01170546,0.007249234
3436.2,0.2,0.1781256,0.01841082,-0.01148677,0.048474
3436.4,0.2,0.2373047,0.01688195,-0.01120814,0.08264089
3436.6,0.2,0.2949106,0.01491248,-0.01084768,0.1036663
3436.8,0.2,0.3489702,0.01254305,-0.01037753,0.1158949
3437.0,0.2,0.3973703,0.009828495,-0.009766555,0.133385
3437.2,0.2,0.4379598,0.006836659,-0.008982855,0.1748347
3437.4,0.2,0.4686602,0.003647083,-0.007996265,0.2560236
3437.6,0.2,0.4875774,0.0003492621,-0.006780891,0.3826278
3437.8,0.2,0.493109,-0.00295979,-0.005317802,0.5461632
3438.0,0.2,0.4840415,-0.006178899,-0.003597881,0.724666
3438.2,0.2,0.4596334,-0.00920701,-0.001624696,0.8879651
3438.4,0.2,0.4196799,-0.01194811,0.000582956,1.00571
3438.6,0.2,0.3645554,-0.01431629,0.002989263,1.055332
3438.8,0.2,0.2952316,-0.01624024,0.005540856,1.02722
3439.0,0.2,0.2132674,-0.01766669,0.008167835,0.9255
3439.2,0.2,0.1207715,-0.0185622,0.0107865,0.7645151
3439.4,0.2,0.02033643,-0.01891329,0.01330359,0.5626959
3439.6,0.2,-0.08505244,-0.01872494,0.01562156,0.3363835
3439.8,0.2,-0.1921288,-0.01801801,0.01764425,0.09601721
3440.0,0.2,-0.2974726,-0.01682607,0.01928233,-0.1540111
3440.2,0.2,-0.3976452,-0.0151922,0.02045774,-0.4121169
3440.4,0.2,-0.4893249,-0.01316649,0.02110706,-0.6746129
3440.6,0.2,-0.5694357,-0.01080425,0.02118355,-0.9315492
3440.8,0.2,-0.6352628,-0.008165266,0.02065815,-1.165425
3441.0,0.2,-0.6845482,-0.00531385,0.01951981,-1.353705
3441.2,0.2,-0.7155646,-0.002319329,0.0177755,-1.474468
3441.4,0.2,-0.7271655,0.0007434647,0.01545025,-1.513146
3441.6,0.2,-0.718812,0.003794227,0.01258731,-1.467723
3441.8,0.2,-0.6905803,0.006748171,0.009248321,-1.350227
3442.0,0.2,-0.6431518,0.00951825,0.005513176,-1.183687
3442.2,0.2,-0.5777897,0.01201863,0.001479333,-0.9953911
3442.4,0.2,-0.4963034,0.01416915,-0.002739845,-0.8087563
3442.6,0.2,-0.4010017,0.01590029,-0.007017876,-0.6366445
3442.8,0.2,-0.2946302,0.01715786,-0.01121912,-0.4785527
3443.0,0.2,-0.1802923,0.01790672,-0.01520377,-0.3227234
3443.2,0.2,-0.06135007,0.01813286,-0.01883362,-0.1524632
3443.4,0.2,0.0586949,0.0178434,-0.02197818,0.04558995
3443.6,0.2,0.1763364,0.01706454,-0.0245208,0.2742661
3443.8,0.2,0.2882065,0.01583779,-0.02636431,0.5224133
3444.0,0.2,0.3912145,0.01421525,-0.02743589,0.7665694
3444.2,0.2,0.4826695,0.01225489,-0.02769081,0.9772903
3444.4,0.2,0.5603746,0.01001653,-0.02711476,1.127992
3444.6,0.2,0.6226847,0.007559396,-0.0257247,1.203244
3444.8,0.2,0.6685283,0.004941256,-0.02356806,1.20364
3445.0,0.2,0.697395,0.002218954,-0.02072048,1.145543
3445.2,0.2,0.7092992,-0.000550201,-0.01728217,1.055802
3445.4,0.2,0.7047287,-0.003307079,-0.01337322,0.963188
3445.6,0.2,0.6845888,-0.005990118,-0.009128264,0.8894051
3445.8,0.2,0.6501464,-0.008535973,-0.004690751,0.8426136
3446.0,0.2,0.6029765,-0.01088154,-0.0002072217,0.8155009
3446.2,0.2,0.5449083,-0.0129671,0.004178159,0.7884273
3446.4,0.2,0.4779681,-0.01473997,0.008328666,0.7365015
3446.6,0.2,0.4043154,-0.01615794,0.01211959,0.6382242
3446.8,0.2,0.3261698,-0.01719188,0.01544229,0.4829385
3447.0,0.2,0.2457319,-0.01782702,0.01820766,0.274846
3447.2,0.2,0.1651026,-0.01806275,0.02034904,0.03256173
3447.4,0.2,0.08620663,-0.01791117,0.02182428,-0.2153695
3447.6,0.2,0.01072782,-0.0173947,0.02261699,-0.4373979
3447.8,0.2,-0.05993885,-0.01654329,0.02273667,-0.6061894
3448.0,0.2,-0.1247162,-0.01539164,0.02221756,-0.7041973
3448.2,0.2,-0.1828536,-0.01397682,0.02111629,-0.7264035
3448.4,0.2,-0.2339181,-0.01233642,0.01950827,-0.6800408
3448.6,0.2,-0.2777699,-0.01050731,0.01748324,-0.5819562
3448.8,0.2,-0.3145246,-0.008524869,0.01514009,-0.4547215
3449.0,0.2,-0.3445069,-0.006422696,0.01258162,-0.3225763
3449.2,0.2,-0.3681953,-0.004232692,0.00990953,-0.2079285
3449.4,0.2,-0.3861627,-0.001985465,0.0072199,-0.1286709
3449.6,0.2,-0.3990161,0.0002889811,0.004599589,-0.09623992
3449.8,0.2,-0.4073391,0.002560372,0.002123485,-0.1142779
3450.0,0.2,-0.4116429,0.004797264,-0.0001473559,-0.1779356
3450.2,0.2,-0.4123307,0.006966347,-0.002166761,-0.2741105
3450.4,0.2,-0.4096785,0.009032203,-0.003903804,-0.383043
3450.6,0.2,-0.4038339,0.0109577,-0.005342556,-0.4815253
3450.8,0.2,-0.3948317,0.01270509,-0.006481268,-0.5475091
3451.0,0.2,-0.3826215,0.01423776,-0.007330978,-0.5652741
3451.2,0.2,-0.3671034,0.01552229,-0.007913588,-0.5298132
3451.4,0.2,-0.3481635,0.01653054,-0.008259442,-0.4489705
3451.6,0.2,-0.3257076,0.01724131,-0.008404564,-0.342286
3451.8,0.2,-0.2996873,0.01764135,-0.008387785,-0.2363952
3452.0,0.2,-0.2701201,0.01772554,-0.008248013,-0.1579426
3452.2,0.2,-0.2371029,0.01749631,-0.008021909,-0.125906
3452.4,0.2,-0.2008214,0.01696262,-0.007742158,-0.1456305
3452.6,0.2,-0.1615579,0.01613885,-0.007436393,-0.2065326
3452.8,0.2,-0.119696,0.01504389,-0.007126692,-0.2844138
3453.0,0.2,-0.07572292,0.01370072,-0.006829495,-0.3479093
3453.2,0.2,-0.03022687,0.01213651,-0.006555714,-0.3672622
3453.4,0.2,0.01611353,0.01038303,-0.006310885,-0.3228155
3453.6,0.2,0.06254891,0.008477078,-0.00609528,-0.2106397
3453.8,0.2,0.1082885,0.006460389,-0.005904055,-0.04359957
3454.0,0.2,0.1525374,0.004378913,-0.005727566,0.1523939
3454.2,0.2,0.1945372,0.002281058,-0.005552053,0.3456761
3454.4,0.2,0.2336065,0.0002151153,-0.005360806,0.5073135
3454.6,0.2,0.2691735,-0.001773858,-0.005135836,0.618153
3454.8,0.2,0.300799,-0.003647169,-0.004859882,0.6724102
3455.0,0.2,0.3281844,-0.005375054,-0.004518495,0.677012
3455.2,0.2,0.3511664,-0.006938157,-0.004101836,0.6473382
3455.4,0.2,0.3696986,-0.008327611,-0.003605878,0.6011284
3455.6,0.2,0.3838247,-0.009543693,-0.003032805,0.5527598
3455.8,0.2,0.393646,-0.01059332,-0.00239056,0.5097524
3456.0,0.2,0.3992893,-0.01148689,-0.001691674,0.4723919
3456.2,0.2,0.4008785,-0.01223514,-0.0009516412,0.4361512
3456.4,0.2,0.3985129,-0.01284657,-0.0001871546,0.3955997
3456.6,0.2,0.3922537,-0.01332603,0.0005855004,0.3480547
3456.8,0.2,0.3821197,-0.01367446,0.001351677,0.2954898
3457.0,0.2,0.3680907,-0.0138899,0.002099129,0.2440236
3457.2,0.2,0.3501159,-0.01396924,0.00281833,0.2013426
3457.4,0.2,0.3281271,-0.01391021,0.003502428,0.1732447
3457.6,0.2,0.3020512,-0.01371312,0.004146989,0.1608244
3457.8,0.2,0.2718225,-0.01338193,0.00474963,0.1595298
3458.0,0.2,0.2373757,-0.01292378,0.005309831,0.1605479
3458.2,0.2,0.1986861,-0.01234897,0.005827728,0.1540256
3458.4,0.2,0.1557905,-0.01167015,0.006304434,0.1328779
3458.6,0.2,0.1087539,-0.01089938,0.006742217,0.09567112
3458.8,0.2,0.05770154,-0.01004681,0.007143841,0.04738964
3459.0,0.2,0.002838764,-0.009119395,0.007512262,-0.002317436
3459.2,0.2,-0.05552404,-0.008119984,0.007850267,-0.04286045
3459.4,0.2,-0.1169442,-0.007046892,0.008160002,-0.06709
3459.6,0.2,-0.1808197,-0.00589378,0.00844235,-0.0747287
3459.8,0.2,-0.2463663,-0.004649856,0.008696073,-0.07353454
3460.0,0.2,-0.3126011,-0.003300427,0.008916727,-0.07763759
3460.2,0.2,-0.3783361,-0.001827933,0.009095389,-0.1034589
3460.4,0.2,-0.4421816,-0.0002136999,0.009217352,-0.1644579
3460.6,0.2,-0.5025592,0.00155942,0.009261048,-0.2663793
3460.8,0.2,-0.5577263,0.003503494,0.009197521,-0.4045436
3461.0,0.2,-0.6058108,0.005621264,0.008990785,-0.5640975
3461.2,0.2,-0.6448581,0.007901704,0.008599308,-0.7232211
3461.4,0.2,-0.672893,0.01031612,0.007978747,-0.8583821
3461.6,0.2,-0.6879989,0.01281558,0.00708581,-0.9501176
3461.8,0.2,-0.6884138,0.01533046,0.005882946,-0.9876861
3462.0,0.2,-0.6726417,0.01777245,0.004343373,-0.9712985
3462.2,0.2,-0.6395738,0.02003924,0.002455871,-0.9113614
3462.4,0.2,-0.588609,0.02202139,0.0002287562,-0.8250226
3462.6,0.2,-0.5197623,0.02361061,-0.002307459,-0.7310495
3462.8,0.2,-0.4337474,0.02470861,-0.005099039,-0.6444829
3463.0,0.2,-0.3320218,0.02523519,-0.008069803,-0.5725198
3463.2,0.2,-0.2167856,0.02513478,-0.01112366,-0.512693
3463.4,0.2,-0.09093018,0.02438064,-0.01414875,-0.4537713
3463.6,0.2,0.04206046,0.02297627,-0.01702286,-0.3790713
3463.8,0.2,0.1782508,0.02095411,-0.01961978,-0.2712527
3464.0,0.2,0.3134246,0.01837177,-0.0218161,-0.1173055
3464.2,0.2,0.4432734,0.0153065,-0.02349809,0.08756627
3464.4,0.2,0.5635883,0.01184865,-0.02456807,0.3381259
3464.6,0.2,0.6704427,0.0080949,-0.02494984,0.6197226
3464.8,0.2,0.760354,0.004142342,-0.0245928,0.9110509
3465.0,0.2,0.8304166,8.385069e-05,-0.0234745,1.188191
3465.2,0.2,0.8784011,-0.003994608,-0.02160149,1.428776
3465.4,0.2,0.9028158,-0.008014672,-0.01900848,1.615191
3465.6,0.2,0.9029334,-0.01190446,-0.01575631,1.7361
3465.8,0.2,0.8787856,-0.01559618,-0.01192885,1.786177
3466.0,0.2,0.8311316,-0.01902322,-0.0076295,1.764523
3466.2,0.2,0.7614072,-0.02211767,-0.002977493,1.672644
3466.4,0.2,0.6716622,-0.02480899,0.001895596,1.512949
3466.6,0.2,0.5644899,-0.02702453,0.006849159,1.288467
3466.8,0.2,0.4429543,-0.02869203,0.01173674,1.003913
3467.0,0.2,0.3105134,-0.02974394,0.01640929,0.6676851
3467.2,0.2,0.1709376,-0.03012308,0.02071885,0.2938507
3467.4,0.2,0.02821984,-0.02978875,0.02452264,-0.09690907
3467.6,0.2,-0.1135255,-0.02872228,0.0276878,-0.4782069
3467.8,0.2,-0.2501778,-0.02693138,0.03009658,-0.8209343
3468.0,0.2,-0.3777378,-0.02445247,0.0316516,-1.097844
3468.2,0.2,-0.4924646,-0.02135059,0.03228091,-1.28864
3468.4,0.2,-0.5910151,-0.01771707,0.03194234,-1.38421
3468.6,0.2,-0.6705779,-0.01366501,0.03062667,-1.388742
3468.8,0.2,-0.7289908,-0.009323206,0.02835955,-1.319029
3469.0,0.2,-0.7648347,-0.004829051,0.0252017,-1.200977
3469.2,0.2,-0.7774951,-0.0003212588,0.02124761,-1.064129
3469.4,0.2,-0.767186,0.004067091,0.01662267,-0.9355091
3469.6,0.2,-0.7349357,0.008214507,0.01147889,-0.834279
3469.8,0.2,-0.6825327,0.01201566,0.005989389,-0.7684092
3470.0,0.2,-0.61251,0.01538836,0.0003390379,-0.7340266
3470.2,0.2,-0.5277907,0.01826449,-0.005272982,-0.7173703
3470.4,0.2,-0.431779,0.0205973,-0.01065166,-0.6986711
3470.6,0.2,-0.328154,0.02235918,-0.01561131,-0.656891
3470.8,0.2,-0.2207015,0.02353941,-0.0199828,-0.5742199
3471.0,0.2,-0.1131615,0.02414209,-0.02362068,-0.4394835
3471.2,0.2,-0.009084727,0.02418419,-0.02640925,-0.2500418
3471.4,0.2,0.0882932,0.02369393,-0.02826716,-0.01218084
3471.6,0.2,0.1761577,0.02270967,-0.02915034,0.2597161
3471.8,0.2,0.252198,0.02127889,-0.02905311,0.5448503
3472.0,0.2,0.3146661,0.01945741,-0.02800747,0.8182538
3472.2,0.2,0.3624117,0.01730826,-0.02608069,1.053451
3472.4,0.2,0.3948931,0.01490007,-0.02337146,1.225461
3472.6,0.2,0.4121659,0.01230494,-0.02000487,1.314024
3472.8,0.2,0.4148487,0.00959569,-0.01612642,1.306733
3473.0,0.2,0.4040681,0.00684299,-0.01189553,1.20158
3473.2,0.2,0.3813841,0.004112449,-0.007478615,1.00827
3473.4,0.2,0.3486993,0.001462287,-0.003042151,0.7477568
3473.6,0.2,0.3081563,-0.0010582,0.001254148,0.4497549
3473.8,0.2,0.262028,-0.003409183,0.005263643,0.1484492
3474.0,0.2,0.2126078,-0.005559839,0.008858367,-0.1228562
3474.2,0.2,0.1621062,-0.007487116,0.0119336,-0.3370669
3474.4,0.2,0.1125593,-0.009174015,0.01441113,-0.477431
3474.6,0.2,0.06575339,-0.01060781,0.01624115,-0.5395568
3474.8,0.2,0.02317028,-0.01177852,0.01740243,-0.5309147
3475.0,0.2,-0.0140473,-0.01267801,0.01790113,-0.4680606
3475.2,0.2,-0.04510864,-0.01329966,0.01776819,-0.3723835
3475.4,0.2,-0.06956885,-0.01363883,0.01705558,-0.2654944
3475.6,0.2,-0.08730568,-0.01369381,0.01583198,-0.165358
3475.8,0.2,-0.09848241,-0.01346708,0.01417805,-0.08393692
3476.0,0.2,-0.1035006,-0.01296663,0.01218191,-0.02660449
3476.2,0.2,-0.1029466,-0.01220705,0.009935067,0.006941648
3476.4,0.2,-0.09753591,-0.01121032,0.007528904,0.02088643
3476.6,0.2,-0.08805954,-0.01000599,0.005052043,0.0213398
3476.8,0.2,-0.07533645,-0.008630898,0.0025883,0.01476303
3477.0,0.2,-0.06017483,-0.007128416,0.0002152007,0.007005726
3477.2,0.2,-0.04334445,-0.005547238,-0.001997188,0.002854354
3477.4,0.2,-0.02556104,-0.003939871,-0.003987274,0.005801315
3477.6,0.2,-0.007481736,-0.00236081,-0.005702933,0.01775503
3477.8,0.2,0.0102901,-0.0008644332,-0.007102493,0.038598
3478.0,0.2,0.02719398,0.0004974296,-0.00815566,0.06575435
3478.2,0.2,0.04269873,0.001678244,-0.008844244,0.09411028
3478.4,0.2,0.05629048,0.002639778,-0.009162561,0.1166326
3478.6,0.2,0.06746549,0.003355176,-0.009117401,0.1258224
3478.8,0.2,0.07573118,0.003811771,-0.008727513,0.1157957
3479.0,0.2,0.08061731,0.004013162,-0.008022656,0.0844363
3479.2,0.2,0.08169809,0.00398008,-0.007042294,0.03488428
3479.4,0.2,0.07862461,0.003749589,-0.005834049,-0.0243003
3479.6,0.2,0.07116489,0.003372423,-0.004452005,-0.0806057
3479.8,0.2,0.05924744,0.00290856,-0.002954911,-0.1204602
3480.0,0.2,0.04300231,0.002421489,-0.001404284,-0.1328294
3480.2,0.2,0.02279316,0.001971957,0.000137623,-0.1124927
3480.4,0.2,-0.0007663453,0.00161212,0.001610009,-0.06198536
3480.6,0.2,-0.02681694,0.001381009,0.002955842,0.008455638
3480.8,0.2,-0.05428172,0.001301949,0.004124215,0.08302165
3481.0,0.2,-0.08191713,0.001382168,0.00507255,0.1439964
3481.2,0.2,-0.1083829,0.001614358,0.005768446,0.1759544
3481.4,0.2,-0.1323239,0.001979572,0.006190945,0.1693499
3481.6,0.2,-0.152456,0.002450623,0.006331075,0.1225639
3481.8,0.2,-0.1676459,0.002995186,0.006191634,0.04195481
3482.0,0.2,-0.1769799,0.003578077,0.005786313,-0.05995479
3482.2,0.2,-0.179815,0.004162569,0.005138357,-0.1675234
3482.4,0.2,-0.175813,0.004710996,0.004279036,-0.2653734
3482.6,0.2,-0.1649573,0.005185189,0.003246137,-0.3412398
3482.8,0.2,-0.1475555,0.005547312,0.002082661,-0.3876818
3483.0,0.2,-0.1242311,0.005761505,0.0008357188,-0.4024502
3483.2,0.2,-0.09590461,0.005796392,-0.0004444502,-0.3876818
3483.4,0.2,-0.06376439,0.005628122,-0.001705541,-0.3483525
3483.6,0.2,-0.0292263,0.005243335,-0.002894509,-0.2905084
3483.8,0.2,0.006120467,0.004641357,-0.003959298,-0.2197393
3484.0,0.2,0.04058168,0.003835094,-0.004850994,-0.1402091
3484.2,0.2,0.07243927,0.002850416,-0.005526263,-0.05438912
3484.4,0.2,0.1000414,0.001724221,-0.005949858,0.03651606
3484.6,0.2,0.1218952,0.0005017067,-0.006096888,0.1315909
3484.8,0.2,0.1367553,-0.000766551,-0.005954582,0.2289335
3485.0,0.2,0.1436999,-0.002027182,-0.005523356,0.3244407
3485.2,0.2,0.1421901,-0.003226063,-0.004817114,0.4110732
3485.4,0.2,0.1321093,-0.00430996,-0.003862825,0.4790044
3485.6,0.2,0.1137811,-0.005228198,-0.002699502,0.5168982
3485.8,0.2,0.08796678,-0.005934834,-0.001376719,0.514263
3486.0,0.2,0.05584375,-0.006391637,4.721478e-05,0.4644313
3486.2,0.2,0.01896464,-0.006571759,0.001507391,0.3673553
3486.4,0.2,-0.02080282,-0.006463561,0.002934758,0.2312327
3486.6,0.2,-0.06135637,-0.006073683,0.004258944,0.07212665
3486.8,0.2,-0.1004599,-0.005428375,0.00541145,-0.08875668
3487.0,0.2,-0.1358621,-0.004572334,0.006329151,-0.2297196
3487.2,0.2,-0.1654259,-0.003564818,0.006957905,-0.3339845
3487.4,0.2,-0.1872476,-0.002474314,0.007255826,-0.394212
3487.6,0.2,-0.199817,-0.001369676,0.007196668,-0.4145116
3487.8,0.2,-0.2021004,-0.0003119175,0.006771444,-0.4089599
3488.0,0.2,-0.1935741,0.0006494409,0.005989005,-0.3967292
3488.2,0.2,-0.1742626,0.001480186,0.004875836,-0.395138
3488.4,0.2,-0.1447199,0.0021616,0.00347446,-0.4128241
3488.6,0.2,-0.1059743,0.002688068,0.001840905,-0.4454512
3488.8,0.2,-0.05944877,0.003063024,4.155575e-05,-0.4757196
3489.0,0.2,-0.006867285,0.003294453,-0.001850235,-0.4781009
3489.2,0.2,0.04984163,0.003391088,-0.003757498,-0.4270768
3489.4,0.2,0.1086352,0.003360066,-0.005602741,-0.3063062
3489.6,0.2,0.1674371,0.003206296,-0.007310733,-0.1156033
3489.8,0.2,0.2242071,0.002933265,-0.008810973,0.1268493
3490.0,0.2,0.2770029,0.002544653,-0.01003992,0.3881106
3490.2,0.2,0.3240344,0.002046057,-0.01094305,0.6289861
3490.4,0.2,0.3637142,0.001446243,-0.01147673,0.814732
3490.6,0.2,0.3947015,0.000757642,-0.01160988,0.9244015
3490.8,0.2,0.4159397,-3.860687e-06,-0.01132537,0.955663
3491.0,0.2,0.4266839,-0.0008195764,-0.01062095,0.923468
3491.2,0.2,0.4265152,-0.001668753,-0.009509668,0.8531129
3491.4,0.2,0.4153432,-0.002529128,-0.008019739,0.7702567
3491.6,0.2,0.3933948,-0.00337719,-0.006193783,0.6915701
