t  [s],Delta_t  [s],z_wf  [m],phi_wf  [rad],theta_wf  [rad],zeta  [m]
81.4,0.2,-0.7280351,0.005079691,0.008725377,-1.158148
81.6,0.2,-0.6887909,0.008670944,0.004658272,-1.076805
81.8,0.2,-0.6331295,0.01217887,0.0003890152,-0.9690231
82.0,0.2,-0.5619681,0.01551732,-0.003988493,-0.8344569
82.2,0.2,-0.4765019,0.01859043,-0.008373626,-0.6746511
82.4,0.2,-0.3782206,0.02129662,-0.01266035,-0.4942023
82.6,0.2,-0.268929,0.02353416,-0.01673899,-0.3009773
82.8,0.2,-0.1507632,0.02520767,-0.02049864,-0.1052497
83.0,0.2,-0.02619612,0.02623476,-0.02383029,0.08202238
83.2,0.2,0.1019749,0.02655198,-0.02663044,0.251277
83.4,0.2,0.2306634,0.02611954,-0.02880527,0.3961949
83.6,0.2,0.3565545,0.02492443,-0.03027465,0.5148049
83.8,0.2,0.4761916,0.0229818,-0.03097599,0.6095728
84.0,0.2,0.5860846,0.02033485,-0.03086729,0.6864829
84.2,0.2,0.6828339,0.01705355,-0.02992933,0.753372
84.4,0.2,0.7632637,0.01323232,-0.02816697,0.8179377
84.6,0.2,0.8245542,0.008986978,-0.0256094,0.8858712
84.8,0.2,0.8643679,0.004450823,-0.0223098,0.9594927
85.0,0.2,0.8809611,-0.0002301107,-0.01834425,1.037113
85.2,0.2,0.8732767,-0.004902801,-0.01381026,1.113168
85.4,0.2,0.8410131,-0.009413873,-0.008824796,1.179018
85.6,0.2,0.7846665,-0.01361682,-0.003521656,1.224191
85.8,0.2,0.7055411,-0.01737924,0.00195175,1.237808
86.0,0.2,0.6057265,-0.02058929,0.007438537,1.20996
86.2,0.2,0.4880389,-0.02316062,0.01277732,1.132866
86.4,0.2,0.3559265,-0.02503503,0.01780793,1.001744
86.6,0.2,0.2133423,-0.02618265,0.02237757,0.8154064
86.8,0.2,0.06459046,-0.02659982,0.02634696,0.5766438
87.0,0.2,-0.08584515,-0.02630504,0.02959596,0.2924468
87.2,0.2,-0.2334777,-0.02533426,0.03202827,-0.0259487
87.4,0.2,-0.3739881,-0.02373607,0.0335747,-0.3632867
87.6,0.2,-0.5033787,-0.021568,0.03419497,-0.7009515
87.8,0.2,-0.6181016,-0.01889423,0.03387799,-1.018221
88.0,0.2,-0.7151566,-0.01578473,0.03264086,-1.294173
88.2,0.2,-0.792159,-0.01231567,0.03052686,-1.510106
88.4,0.2,-0.8473798,-0.008570183,0.0276028,-1.652124
88.6,0.2,-0.879761,-0.004638786,0.02395605,-1.713327
88.8,0.2,-0.8889133,-0.0006188593,0.0196915,-1.695014
89.0,0.2,-0.875098,0.00338733,0.01492848,-1.606445
89.2,0.2,-0.8391977,0.007275993,0.009797762,-1.463016
89.4,0.2,-0.7826739,0.01094623,0.004438474,-1.283133
89.6,0.2,-0.707513,0.01430487,-0.001005082,-1.084508
89.8,0.2,-0.6161581,0.01727095,-0.006386864,-0.8808196
90.0,0.2,-0.5114262,0.01977913,-0.01156279,-0.6796691
90.2,0.2,-0.3964125,0.0217816,-0.01639466,-0.482466
90.4,0.2,-0.274383,0.02324821,-0.02075422,-0.2862788
90.6,0.2,-0.1486611,0.02416501,-0.02452714,-0.08709005
90.8,0.2,-0.02251506,0.02453163,-0.02761678,0.1166186
91.0,0.2,0.1009467,0.02435818,-0.02994731,0.3212057
91.2,0.2,0.2188651,0.02366226,-0.03146615,0.5171564
91.4,0.2,0.3286999,0.02246666,-0.03214542,0.6907363
91.6,0.2,0.4282737,0.02079826,-0.03198229,0.8276343
91.8,0.2,0.5157927,0.01868802,-0.03099831,0.9174798
92.0,0.2,0.5898458,0.016172,-0.02923783,0.9577142
92.2,0.2,0.6493871,0.01329293,-0.02676558,0.9553825
92.4,0.2,0.6937091,0.01010193,-0.02366379,0.9259922
92.6,0.2,0.7224132,0.006659595,-0.02002893,0.8895116
92.8,0.2,0.7353838,0.003036331,-0.01596846,0.8645395
93.0,0.2,0.7327677,-0.0006885502,-0.01159748,0.862378
93.2,0.2,0.7149626,-0.004428792,-0.007035539,0.882914
93.4,0.2,0.6826095,-0.008094077,-0.002403467,0.9137811
93.6,0.2,0.6365894,-0.01159343,0.002179721,0.9333284
93.8,0.2,0.5780169,-0.01483873,0.006599909,0.9167457
94.0,0.2,0.5082304,-0.01774795,0.01075089,0.8436533
94.2,0.2,0.4287738,-0.02024784,0.01453722,0.7049105
94.4,0.2,0.3413721,-0.02227599,0.01787669,0.5065314
94.6,0.2,0.2478998,-0.02378224,0.02070238,0.2694037
94.8,0.2,0.1503448,-0.02472961,0.02296394,0.02474013
95.0,0.2,0.05077143,-0.02509485,0.02462816,-0.1935317
95.2,0.2,-0.04871887,-0.02486884,0.02567866,-0.3573229
95.4,0.2,-0.1460249,-0.02405669,0.02611494,-0.451483
95.6,0.2,-0.2390842,-0.02267779,0.02595076,-0.4774831
95.8,0.2,-0.3259105,-0.02076551,0.02521233,-0.4527058
96.0,0.2,-0.4046339,-0.01836666,0.02393626,-0.4056048
96.2,0.2,-0.4735401,-0.01554046,0.02216773,-0.3681173
96.4,0.2,-0.5311115,-0.01235723,0.0199588,-0.3674033
96.6,0.2,-0.5760668,-0.008896694,0.01736707,-0.4190794
96.8,0.2,-0.6073978,-0.00524596,0.01445466,-0.5236076
97.0,0.2,-0.6244026,-0.001497295,0.0112873,-0.6665823
97.2,0.2,-0.6267118,0.002254321,0.007933632,-0.8225974
97.4,0.2,-0.6143088,0.005913847,0.004464487,-0.9614899
97.6,0.2,-0.5875402,0.009388985,0.0009520649,-1.055262
97.8,0.2,-0.5471179,0.01259311,-0.00253098,-1.083987
98.0,0.2,-0.4941109,0.01544816,-0.005912618,-1.039426
98.2,0.2,-0.4299257,0.01788735,-0.009122643,-0.9257939
98.4,0.2,-0.3562745,0.01985743,-0.01209396,-0.7578187
98.6,0.2,-0.2751308,0.02132019,-0.01476393,-0.556852
98.8,0.2,-0.1886735,0.02225314,-0.01707564,-0.3460819
99.0,0.2,-0.09922071,0.02264923,-0.01897923,-0.1459601
99.2,0.2,-0.009156439,0.02251574,-0.02043304,0.02924813
99.4,0.2,0.07914447,0.0218725,-0.02140475,0.1732155
99.6,0.2,0.1633897,0.02074988,-0.02187236,0.2874211
99.8,0.2,0.2414365,0.01918667,-0.02182506,0.3793277
100.0,0.2,0.3113483,0.01722839,-0.02126387,0.4593702
100.2,0.2,0.3714417,0.01492592,-0.02020206,0.5374727
100.4,0.2,0.420321,0.01233461,-0.01866516,0.6198947
100.6,0.2,0.456905,0.009513733,-0.0166906,0.7071404
100.8,0.2,0.4804441,0.006526074,-0.01432677,0.7934406
101.0,0.2,0.4905334,0.003437599,-0.0116317,0.8679539
101.2,0.2,0.4871188,0.0003169262,-0.008671321,0.9174073
101.4,0.2,0.4704978,-0.002765382,-0.005517471,0.9295087
101.6,0.2,0.441314,-0.005737814,-0.002245928,0.8962251
101.8,0.2,0.4005429,-0.008529206,0.001065403,0.8160282
102.0,0.2,0.3494688,-0.01107038,0.004337962,0.6944814
102.2,0.2,0.2896525,-0.01329617,0.007493643,0.5430123
102.4,0.2,0.2228918,-0.01514776,0.01045562,0.376253
102.6,0.2,0.1511746,-0.01657536,0.01314909,0.2087524
102.8,0.2,0.07662772,-0.01754084,0.01550225,0.0520422
103.0,0.2,0.001462504,-0.01802029,0.01744766,-0.08711136
103.2,0.2,-0.07208233,-0.01800572,0.01892435,-0.2068538
103.4,0.2,-0.1418004,-0.01750604,0.01988052,-0.3089223
103.6,0.2,-0.2055801,-0.01654662,0.02027665,-0.3964797
103.8,0.2,-0.261469,-0.01516784,0.02008874,-0.4719743
104.0,0.2,-0.3077392,-0.01342261,0.01931116,-0.5358192
104.2,0.2,-0.34295,-0.0113734,0.01795851,-0.5863145
104.4,0.2,-0.3660054,-0.009089352,0.01606633,-0.6207094
104.6,0.2,-0.3762,-0.006643794,0.01369023,-0.6368353
104.8,0.2,-0.3732519,-0.004112481,0.01090375,-0.6345094
105.0,0.2,-0.3573184,-0.001572333,0.007795098,-0.6160151
105.2,0.2,-0.3289947,0.0008996428,0.004463223,-0.5853653
105.4,0.2,-0.2892962,0.003227808,0.001013799,-0.5465935
105.6,0.2,-0.2396265,0.00534019,-0.002444613,-0.5017712
105.8,0.2,-0.1817332,0.007171805,-0.005803938,-0.4496307
106.0,0.2,-0.1176522,0.008668795,-0.008959501,-0.3854961
106.2,0.2,-0.04964232,0.009792747,-0.01181266,-0.3027402
106.4,0.2,0.01989167,0.01052426,-0.01427337,-0.1953866
106.6,0.2,0.08848589,0.01086482,-0.0162629,-0.06098689
106.8,0.2,0.1537132,0.01083634,-0.01771677,0.09726442
107.0,0.2,0.2132841,0.01047803,-0.01858775,0.2699935
107.2,0.2,0.2651463,0.009841214,-0.0188487,0.4429625
107.4,0.2,0.3075743,0.008982726,-0.01849462,0.5998582
107.6,0.2,0.3392409,0.007958364,-0.01754366,0.7256597
107.8,0.2,0.3592629,0.006817411,-0.01603665,0.8095243
108.0,0.2,0.3672159,0.005599204,-0.01403504,0.8463523
108.2,0.2,0.3631187,0.004332081,-0.01161732,0.8367267
108.4,0.2,0.347391,0.003034535,-0.008874451,0.7855323
108.6,0.2,0.3207906,0.001717929,-0.005904629,0.6999968
108.8,0.2,0.2843402,0.0003899525,-0.00280809,0.5879963
109.0,0.2,0.2392511,-0.0009419824,0.0003175876,0.4571937
109.2,0.2,0.1868526,-0.002267921,0.003381303,0.3150721
109.4,0.2,0.1285309,-0.003573323,0.006301195,0.1694263
109.6,0.2,0.06568159,-0.004837712,0.00900632,0.02861437
109.8,0.2,-0.0003236201,-0.0060338,0.01143736,-0.09900793
110.0,0.2,-0.06815563,-0.007126964,0.01354652,-0.2065935
110.2,0.2,-0.1365319,-0.008075106,0.01529685,-0.2907789
110.4,0.2,-0.2042071,-0.008829204,0.01666105,-0.3532105
110.6,0.2,-0.2699508,-0.009334939,0.01762011,-0.4006507
110.8,0.2,-0.3325176,-0.009535785,0.01816168,-0.4431205
111.0,0.2,-0.3906129,-0.009377638,0.01827859,-0.4903204
111.2,0.2,-0.4428622,-0.00881473,0.01796755,-0.5474209
111.4,0.2,-0.4877929,-0.007816113,0.0172283,-0.611842
111.6,0.2,-0.5238351,-0.006371764,0.01606342,-0.6725678
111.8,0.2,-0.5493486,-0.004497266,0.01447886,-0.7127975
112.0,0.2,-0.5626782,-0.002236218,0.01248521,-0.7155161
112.2,0.2,-0.5622356,0.0003400704,0.01009969,-0.6703198
112.4,0.2,-0.5466029,0.003135583,0.007348357,-0.5790538
112.6,0.2,-0.5146487,0.006034835,0.004268456,-0.457892
112.8,0.2,-0.465646,0.008909614,0.0009102649,-0.3344917
113.0,0.2,-0.3993809,0.01162641,-0.002661734,-0.2405027
113.2,0.2,-0.3162438,0.01405387,-0.006368704,-0.2014533
113.4,0.2,-0.2172944,0.01606975,-0.01011841,-0.2272173
113.6,0.2,-0.1042952,0.01756717,-0.0138073,-0.3064201
113.8,0.2,0.02028914,0.01845997,-0.0173235,-0.407107
114.0,0.2,0.153329,0.01868711,-0.02055065,-0.4840608
114.2,0.2,0.2911048,0.01821583,-0.02337223,-0.4909232
114.4,0.2,0.4294186,0.01704329,-0.02567628,-0.3935235
114.6,0.2,0.56374,0.01519634,-0.02736022,-0.1802123
114.8,0.2,0.6893802,0.01272933,-0.02833555,0.1341779
115.0,0.2,0.801687,0.009719848,-0.02853228,0.512073
115.2,0.2,0.8962467,0.006263064,-0.02790268,0.9033541
115.4,0.2,0.9690803,0.002465324,-0.02642422,1.2586
115.6,0.2,1.016819,-0.001561949,-0.02410126,1.54101
115.8,0.2,1.036845,-0.005707073,-0.02096559,1.733246
116.0,0.2,1.027397,-0.009860968,-0.01707557,1.837354
116.2,0.2,0.9876286,-0.01391784,-0.01251426,1.868418
116.4,0.2,0.9176328,-0.01777408,-0.007386758,1.844756
116.6,0.2,0.8184342,-0.02132613,-0.001817067,1.778538
116.8,0.2,0.6919608,-0.02446871,0.004054995,1.670324
117.0,0.2,0.5410017,-0.0270943,0.01007677,1.509459
117.2,0.2,0.3691523,-0.02909496,0.0160855,1.279971
117.4,0.2,0.1807469,-0.03036681,0.02191104,0.9695792
117.6,0.2,-0.01922656,-0.03081685,0.02737881,0.578244
117.8,0.2,-0.2252361,-0.03037127,0.03231336,0.1228928
118.0,0.2,-0.4313448,-0.02898405,0.03654287,-0.3636225
118.2,0.2,-0.6313802,-0.02664432,0.03990466,-0.8391322
118.4,0.2,-0.8191317,-0.02338127,0.04225148,-1.262099
118.6,0.2,-0.988567,-0.01926578,0.04345848,-1.601533
118.8,0.2,-1.134057,-0.01440834,0.04343008,-1.843594
119.0,0.2,-1.250595,-0.008953687,0.04210627,-1.992844
119.2,0.2,-1.334003,-0.003072636,0.03946787,-2.067985
119.4,0.2,-1.381109,0.003047534,0.0355401,-2.093785
119.6,0.2,-1.389886,0.009213218,0.03039442,-2.092025
119.8,0.2,-1.359551,0.01523394,0.02414824,-2.074497
120.0,0.2,-1.290709,0.02092923,0.01695996,-2.040207
120.2,0.2,-1.185265,0.02613828,0.009029888,-1.97741
120.4,0.2,-1.046062,0.03072315,0.0005974865,-1.869408
120.6,0.2,-0.8771915,0.03457598,-0.008077849,-1.701784
120.8,0.2,-0.6837968,0.03760377,-0.01671668,-1.468385
121.0,0.2,-0.471636,0.03970995,-0.0250329,-1.173946
121.2,0.2,-0.2469585,0.04083966,-0.03274857,-0.8326248
121.4,0.2,-0.01629097,0.04096053,-0.0396023,-0.4632457
121.6,0.2,0.2137794,0.04006306,-0.0453596,-0.08328576
121.8,0.2,0.4368038,0.03816107,-0.04982214,0.2959748
122.0,0.2,0.6466512,0.03529197,-0.05283523,0.6712072
122.2,0.2,0.8376691,0.03151654,-0.05429338,1.044963
122.4,0.2,1.004829,0.02691803,-0.05414372,1.420506
122.6,0.2,1.143857,0.02160052,-0.05238736,1.795465
122.8,0.2,1.251349,0.01568662,-0.0490787,2.156783
123.0,0.2,1.324864,0.009314616,-0.04432285,2.479073
123.2,0.2,1.362988,0.002635288,-0.03827136,2.727456
123.4,0.2,1.365359,-0.004191387,-0.03111634,2.864441
123.6,0.2,1.332647,-0.01099958,-0.02308317,2.859036
123.8,0.2,1.266498,-0.01762097,-0.01442223,2.695475
124.0,0.2,1.169434,-0.02388828,-0.005399805,2.378971
124.2,0.2,1.044734,-0.02963898,0.00371122,1.936745
124.4,0.2,0.8962976,-0.03471946,0.01264055,1.413947
124.6,0.2,0.7285092,-0.0389895,0.02112904,0.865471
124.8,0.2,0.5461096,-0.04232724,0.02893639,0.3457427
125.0,0.2,0.3540751,-0.04463405,0.03584763,-0.1010609
125.2,0.2,0.1575049,-0.04583931,0.04167845,-0.4481261
125.4,0.2,-0.03848686,-0.04590434,0.04627932,-0.6890292
125.6,0.2,-0.2288822,-0.04482517,0.04953852,-0.8363063
125.8,0.2,-0.4088758,-0.04263378,0.05138414,-0.9162524
126.0,0.2,-0.5739981,-0.03939745,0.05178531,-0.9614335
126.2,0.2,-0.7202416,-0.03521627,0.05075241,-1.002773
126.4,0.2,-0.8441846,-0.03021892,0.04833657,-1.062986
126.6,0.2,-0.9431013,-0.02455709,0.0446282,-1.152635
126.8,0.2,-1.015052,-0.01839897,0.03975454,-1.269325
127.0,0.2,-1.05894,-0.01192234,0.0338762,-1.399785
127.2,0.2,-1.074536,-0.005307713,0.02718244,-1.523929
127.4,0.2,-1.062465,0.001268222,0.0198855,-1.619712
127.6,0.2,-1.024154,0.007638361,0.01221372,-1.667607
127.8,0.2,-0.9617514,0.01365024,0.004403854,-1.653872
128.0,0.2,-0.8780219,0.01917015,-0.003307272,-1.572205
128.2,0.2,-0.7762222,0.02408631,-0.01069127,-1.423869
128.4,0.2,-0.6599656,0.02831104,-0.01753654,-1.216648
128.6,0.2,-0.53308,0.03178182,-0.02365592,-0.9631329
128.8,0.2,-0.3994654,0.03446119,-0.02889321,-0.6787737
129.0,0.2,-0.2629555,0.03633551,-0.03312819,-0.3800276
129.2,0.2,-0.1271878,0.0374125,-0.03627987,-0.08275113
129.4,0.2,0.004511032,0.03771791,-0.03830781,0.1990926
129.6,0.2,0.1292203,0.03729147,-0.03921157,0.4543805
129.8,0.2,0.244494,0.03618262,-0.03902835,0.6753791
130.0,0.2,0.3483999,0.03444647,-0.03782918,0.8578289
130.2,0.2,0.4395282,0.03214042,-0.03571376,1.000522
130.4,0.2,0.5169693,0.02932183,-0.03280451,1.104414
130.6,0.2,0.5802647,0.02604683,-0.02924001,1.171455
130.8,0.2,0.6293392,0.0223704,-0.0251682,1.203421
131.0,0.2,0.6644193,0.0183474,-0.02073962,1.201129
131.2,0.2,0.6859491,0.01403431,-0.01610106,1.164331
131.4,0.2,0.6945104,0.009491247,-0.01138988,1.092413
131.6,0.2,0.6907527,0.004783763,-0.006729215,0.9857977
131.8,0.2,0.6753398,-1.576162e-05,-0.002224482,0.847623
132.0,0.2,0.6489136,-0.004827517,0.002038711,0.6851451
132.2,0.2,0.6120764,-0.009564511,0.005995143,0.5102619
132.4,0.2,0.5653914,-0.01413369,0.009599054,0.338745
132.6,0.2,0.5093985,-0.01843783,0.01282191,0.1881075
132.8,0.2,0.4446436,-0.02237817,0.01564922,0.07444489
133.0,0.2,0.371718,-0.02585746,0.01807675,0.008953072
133.2,0.2,0.2913047,-0.02878348,0.02010675,-0.004987567
133.4,0.2,0.2042269,-0.03107273,0.02174456,0.02667993
133.6,0.2,0.111496,-0.03265417,0.02299587,0.08912527
133.8,0.2,0.01435191,-0.03347292,0.02386507,0.1610684
134.0,0.2,-0.08570821,-0.03349347,0.02435441,0.2187476
134.2,0.2,-0.1869178,-0.03270253,0.02446425,0.2405214
134.4,0.2,-0.2872503,-0.03111086,0.02419382,0.2110183
134.6,0.2,-0.3844524,-0.02875425,0.02354252,0.1238507
134.8,0.2,-0.4761017,-0.02569314,0.02251144,-0.01770608
135.0,0.2,-0.559687,-0.02201104,0.02110478,-0.2021208
135.2,0.2,-0.6327065,-0.01781161,0.01933119,-0.4125928
135.4,0.2,-0.692777,-0.01321473,0.01720493,-0.6307164
135.6,0.2,-0.7377467,-0.00835162,0.01474676,-0.8398009
135.8,0.2,-0.7658029,-0.003359513,0.01198455,-1.027011
136.0,0.2,-0.7755669,0.001623738,0.008953783,-1.183921
136.2,0.2,-0.7661698,0.006464805,0.005697656,-1.305595
136.4,0.2,-0.7373055,0.0110394,0.002267026,-1.388784
136.6,0.2,-0.6892585,0.01523597,-0.001280006,-1.430051
136.8,0.2,-0.6229058,0.01895841,-0.004878813,-1.424637
137.0,0.2,-0.5396947,0.0221279,-0.008459287,-1.366553
137.2,0.2,-0.441599,0.02468383,-0.01194722,-1.249982
137.4,0.2,-0.3310547,0.02658408,-0.01526593,-1.071533
137.6,0.2,-0.21088,0.02780475,-0.01833818,-0.8326539
137.8,0.2,-0.08418165,0.02833943,-0.02108821,-0.5413233
138.0,0.2,0.04574709,0.02819814,-0.0234439,-0.2124091
138.2,0.2,0.1755343,0.02740598,-0.02533902,0.1336008
138.4,0.2,0.3018375,0.02600139,-0.02671539,0.4732818
138.6,0.2,0.4214469,0.02403417,-0.02752496,0.7837634
138.8,0.2,0.5313808,0.02156325,-0.02773177,1.046191
139.0,0.2,0.6289678,0.01865426,-0.02731352,1.248336
139.2,0.2,0.7119134,0.01537724,-0.02626285,1.385774
139.4,0.2,0.7783494,0.01180459,-0.02458812,1.461446
139.6,0.2,0.8268651,0.008009529,-0.0223137,1.483809
139.8,0.2,0.8565218,0.004065203,-0.0194798,1.464158
140.0,0.2,0.8668507,4.449588e-05,-0.01614171,1.413815
140.2,0.2,0.8578383,-0.003979538,-0.01236866,1.341865
140.4,0.2,0.8299013,-0.007932883,-0.008242385,1.253917
140.6,0.2,0.7838545,-0.01173974,-0.00385537,1.152038
140.8,0.2,0.720875,-0.01532209,0.0006910903,1.03569
141.0,0.2,0.6424652,-0.01859994,0.005288975,0.9032688
141.2,0.2,0.5504168,-0.02149263,0.009825817,0.7537326
141.4,0.2,0.4467776,-0.02392115,0.01418719,0.5878344
141.6,0.2,0.3338183,-0.02581145,0.01825946,0.4086707
141.8,0.2,0.2140016,-0.02709846,0.02193281,0.2214623
142.0,0.2,0.08994735,-0.02773036,0.02510447,0.03272022
142.2,0.2,-0.03560698,-0.02767259,0.02768223,-0.1508994
142.4,0.2,-0.1598538,-0.02691122,0.02958781,-0.3236938
142.6,0.2,-0.2799734,-0.02545524,0.03076015,-0.4816625
142.8,0.2,-0.3932015,-0.02333747,0.03115827,-0.6227345
143.0,0.2,-0.4969066,-0.02061402,0.03076349,-0.7464681
143.2,0.2,-0.5886728,-0.01736246,0.02958091,-0.8533688
143.4,0.2,-0.6663824,-0.01367856,0.02763998,-0.9440661
143.6,0.2,-0.7282955,-0.009672223,0.02499407,-1.018614
143.8,0.2,-0.7731169,-0.005462496,0.02171913,-1.07612
144.0,0.2,-0.8000485,-0.001172365,0.01791143,-1.114807
144.2,0.2,-0.8088208,0.003076612,0.01368439,-1.132463
144.4,0.2,-0.7997005,0.007169359,0.009164653,-1.127138
144.6,0.2,-0.7734761,0.01100173,0.004487595,-1.097841
144.8,0.2,-0.7314181,0.01448405,-0.0002077622,-1.045022
145.0,0.2,-0.6752201,0.01754363,-0.004784033,-0.9706538
145.2,0.2,-0.6069209,0.0201259,-0.009110791,-0.8778595
145.4,0.2,-0.5288147,0.02219453,-0.0130696,-0.770186
145.6,0.2,-0.4433532,0.02373032,-0.01655841,-0.6507325
145.8,0.2,-0.3530451,0.02472941,-0.01949514,-0.5214313
146.0,0.2,-0.2603593,0.02520095,-0.02181999,-0.3827629
146.2,0.2,-0.1676364,0.02516474,-0.02349659,-0.2340905
146.4,0.2,-0.07701226,0.02464892,-0.0245119,-0.07461932
146.6,0.2,0.009641193,0.02368816,-0.02487488,0.09521568
146.8,0.2,0.0907583,0.02232209,-0.02461432,0.2723142
147.0,0.2,0.1651024,0.02059415,-0.02377603,0.4498987
147.2,0.2,0.2317706,0.01855054,-0.02241965,0.6173615
147.4,0.2,0.2901826,0.01623919,-0.02061542,0.7612312
147.6,0.2,0.340055,0.0137085,-0.01844104,0.8672315
147.8,0.2,0.3813657,0.01100616,-0.01597867,0.9230871
148.0,0.2,0.41431,0.008177752,-0.01331221,0.9214604
148.2,0.2,0.439252,0.005265838,-0.01052469,0.8622764
148.4,0.2,0.4566747,0.002309396,-0.007695828,0.7537598
148.6,0.2,0.4671302,-0.0006559128,-0.004899794,0.611771
148.8,0.2,0.471194,-0.003596685,-0.002203079,0.4574281
149.0,0.2,0.4694243,-0.006480005,0.0003372527,0.3134426
149.2,0.2,0.462331,-0.009271266,0.002674892,0.1999486
149.4,0.2,0.4503548,-0.01193204,0.004775005,0.1307754
149.6,0.2,0.4338601,-0.01441851,0.006614247,0.1110301
149.8,0.2,0.4131409,-0.01668098,0.008180044,0.136551
150.0,0.2,0.3884414,-0.01866477,0.009469182,0.1953208
150.2,0.2,0.3599866,-0.02031261,0.01048589,0.2704392
150.4,0.2,0.3280224,-0.02156837,0.01123963,0.3438731
150.6,0.2,0.2928569,-0.02238178,0.01174291,0.4000413
150.8,0.2,0.2548986,-0.02271349,0.01200936,0.4284027
151.0,0.2,0.2146845,-0.02253987,0.01205236,0.4245476
151.2,0.2,0.1728925,-0.02185679,0.01188435,0.3897492
151.4,0.2,0.1303357,-0.02068208,0.01151679,0.329362
151.6,0.2,0.08793459,-0.01905602,0.0109609,0.2507256
151.8,0.2,0.04667118,-0.01704,0.01022881,0.1612722
152.0,0.2,0.007527491,-0.01471336,0.009334966,0.06733982
152.2,0.2,-0.02858517,-0.01216864,0.008297643,-0.02614186
152.4,0.2,-0.06089857,-0.009505831,0.007140111,-0.1152872
152.6,0.2,-0.08885381,-0.006825954,0.005891388,-0.1966443
152.8,0.2,-0.1121539,-0.004224654,0.004586348,-0.266812
153.0,0.2,-0.130797,-0.001786244,0.003265107,-0.3225905
153.2,0.2,-0.1450851,0.000421337,0.001971676,-0.3616666
153.4,0.2,-0.155608,0.002350271,0.0007519507,-0.3835245
153.6,0.2,-0.1632008,0.003975058,-0.0003488396,-0.3900874
153.8,0.2,-0.1688806,0.005293003,-0.001289011,-0.3856244
154.0,0.2,-0.1737636,0.006322941,-0.002033403,-0.3757083
154.2,0.2,-0.1789718,0.007102279,-0.002556181,-0.3653995
154.4,0.2,-0.1855354,0.007682557,-0.002843193,-0.3572113
154.6,0.2,-0.1942983,0.008123842,-0.002893615,-0.3496314
154.8,0.2,-0.2058349,0.00848841,-0.002720686,-0.336917
155.0,0.2,-0.2203852,0.00883428,-0.00235138,-0.3105333
155.2,0.2,-0.2378154,0.009209199,-0.001824965,-0.2620639
155.4,0.2,-0.2576066,0.009645752,-0.001190522,-0.1868527
155.6,0.2,-0.2788626,0.0101589,-0.0005038472,-0.08725284
155.8,0.2,-0.3003622,0.01074496,0.0001763927,0.02569424
156.0,0.2,-0.3207313,0.01137719,0.0007947581,0.1329813
156.2,0.2,-0.3384103,0.01201693,0.00130037,0.2109348
156.4,0.2,-0.3518232,0.01261548,0.001651375,0.2364835
156.6,0.2,-0.3594972,0.01312012,0.001817494,0.1931239
156.8,0.2,-0.3601733,0.01348034,0.001781446,0.0759836
157.0,0.2,-0.3528223,0.01364613,0.001538023,-0.1054827
157.2,0.2,-0.3369777,0.01359255,0.001099043,-0.3280504
157.4,0.2,-0.3124819,0.01330323,0.000483324,-0.5585657
157.6,0.2,-0.2795709,0.01277423,-0.0002825758,-0.7602079
157.8,0.2,-0.238854,0.01201262,-0.001166596,-0.8996569
158.0,0.2,-0.1912668,0.01103361,-0.002133395,-0.9534257
158.2,0.2,-0.1380106,0.009857518,-0.003146172,-0.9118815
158.4,0.2,-0.08048623,0.008507358,-0.004167993,-0.7801453
158.6,0.2,-0.0202275,0.007007338,-0.005162636,-0.5759102
158.8,0.2,0.0411611,0.00538257,-0.006095102,-0.3249974
159.0,0.2,0.1020616,0.003659637,-0.006931966,-0.05595203
159.2,0.2,0.1608951,0.001867576,-0.007641778,0.2049416
159.4,0.2,0.2161712,3.866878e-05,-0.008195671,0.4371607
159.6,0.2,0.2665356,-0.001791505,-0.00856823,0.6274587
159.8,0.2,0.3108157,-0.003585027,-0.008738604,0.7695129
160.0,0.2,0.3480627,-0.005303619,-0.008691737,0.8623044
160.2,0.2,0.3775871,-0.006911308,-0.008419518,0.9080559
160.4,0.2,0.3989827,-0.008377248,-0.007921665,0.9104875
160.6,0.2,0.4121357,-0.009678093,-0.00720617,0.8738624
160.8,0.2,0.4172163,-0.01079943,-0.006289185,0.8029136
161.0,0.2,0.4146517,-0.01173594,-0.00519435,0.7033914
161.2,0.2,0.405084,-0.01249035,-0.003951624,0.5827725
161.4,0.2,0.3893157,-0.01307132,-0.002595774,0.4506441
161.6,0.2,0.3682494,-0.0134908,-0.001164691,0.3184241
161.8,0.2,0.3428286,-0.01376134,0.000302257,0.1983107
162.0,0.2,0.3139839,-0.01389367,0.0017657,0.1016083
162.2,0.2,0.2825893,-0.01389509,0.003187452,0.03677314
162.4,0.2,0.2494307,-0.01376861,0.004531389,0.007623704
162.6,0.2,0.2151875,-0.01351301,0.005764048,0.01216412
162.8,0.2,0.1804258,-0.01312359,0.006855054,0.0423792
163.0,0.2,0.1456027,-0.0125935,0.007777479,0.08520039
163.2,0.2,0.1110784,-0.01191548,0.008508283,0.1246294
163.4,0.2,0.07713458,-0.01108377,0.009028921,0.1447623
163.6,0.2,0.0439957,-0.01009601,0.009326148,0.1332121
163.8,0.2,0.01185145,-0.008954854,0.009392999,0.08423094
164.0,0.2,-0.01912344,-0.007669141,0.009229808,0.0007520405
164.2,0.2,-0.04875393,-0.006254381,0.00884509,-0.1053329
